text,sense
"a [MASK] favor or [MASK] favour is a small gift given to the guests at a [MASK] as a gesture of thanks for their attendance, a memento of the occasion, or simply as an aid to frivolity.",1
"this meant that when an employee claimed unfair dismissal, after accusations of allegedly inappropriate behaviour at a private [MASK], the three month time limit for her claim only began running when the employer had actually notified her.",1
"in other words, the court's main task is to do justice as between these [MASK] in their present situation.",3
"though not a modern [MASK], it maintained organization within activists and press.",2
"the janatha vimukthi peramuna (people's liberation front), often abbreviated as jvp (; ) is a communist and marxist–leninist [MASK] and political movement in sri lanka.",2
"the committee has an equal number of members from each [MASK], unlike the rest of the committees, which are constituted with the majority of members and the committee chair coming from the [MASK] that controls the house.",2
"an agency agreement is a legal contract creating a fiduciary relationship whereby the first [MASK] (""the principal"") agrees that the actions of a second [MASK] (""the agent"") binds the principal to later agreements made by the agent as if the principal had himself personally made the later agreements.",1
"greenland have a multi-[MASK] system (disputing on independence and unionism as well as left and right), with numerous [MASK] in which a single [MASK] normally does not have a chance of gaining power alone, and therefore the [MASK] must work together in order to form a coalition government.",2
"helen lives a lavish lifestyle, and at various points throughout the series she is seen dining in expensive restaurants, attending theatrical productions and hosting garden [MASK].",1
"the motion was passed with a 75-74 majority, the vvd, prime minister balkenende's cda, and the right-wing pvv and sgp [MASK] dissenting.",2
"in 1909 under pennsylvania law, a judgment debtor is not a [MASK] to a garnishment proceeding to condemn a claim due the judgment debtor from a third person, nor is the judgment debtor bound by a judgment discharging the garnishee.",3
"traditional casino games, such as blackjack and poker, as well as games often played at [MASK], such as scrabble, bullshit, speed, chess, yahtzee, shithead, and many others can be varied to include a stripping aspect.",1
the impressionable years hypothesis is a theory of political psychology that posits that individuals form durable political attitudes and [MASK] affiliations during late adolescence and early adulthood.,2
"the anp, the governing [MASK] of the khyber pakhtunkhwa sent the bill to president asif ali zardari, who delayed signing it into law until ""the writ of the government [had] been established.",2
"in his case study of his contemporary socialist [MASK], primarily the german social democratic [MASK].",2
"they may be dissatisfied [MASK] members who are open to the idea of voting for other [MASK], or they could be officially registered as ""independents"" or simply people who have never had a strong affiliation with any political [MASK] and will vote depending on certain things that influence them: healthcare, benefits, election campaign, etc.",2
"a duty to rescue is a concept in tort law that arises in a number of cases, describing a circumstance in which a [MASK] can be held liable for failing to come to the rescue of another [MASK] who could face potential injury or death without being rescued.",3
"at the time, [MASK] nominees were selected by the [MASK] officials, sometimes by [MASK] bosses.",2
"in 2002, arad was one of the organizers of ""rave against the occupation"", a line of [MASK] protesting against the israeli policy during second intifada.",1
"a dunk tank, also known as a dunking booth or dunking machine, is an attraction mainly used in fairs, fundraisers, and [MASK].",1
"the national european social movement (nesb, ) was a dutch neo-nazi [MASK], founded in 1953 as the political arm of the stichting oud politieke delinquenten (""foundation for political delinquents""), and disbanded by a ruling of the dutch supreme court in 1955.",2
cognitive madisonianism is the idea that divided government is better than one in which a single [MASK] controls both the executive and legislative branches.,2
"the state constitution provides for the election of a lieutenant governor; originally, the governor and lieutenant governor were elected on different tickets, and thus were not necessarily of the same [MASK].",2
"opposition [MASK] are allowed, and while hypothetically capable of wining an election according to the ethiopian political system, in practice the eprdf is incapable of losing an election.",2
adults sometimes play the game as an event diversion during outdoor [MASK] or on picnics.,1
the bill's bi-partisan support from both the republican and democratic [MASK] helped increase its likelihood of moving through committee hearings.,2
"it is, strictly speaking, not a contract because it binds only one [MASK] and expresses an intention instead of a promise.",3
switzerland has a multi-[MASK] system with numerous [MASK].,2
a [MASK] popper is an object commonly used at [MASK].,1
"in lieu of [MASK] primaries, the [MASK] nominees were chosen by a weighted vote among the county committees.",2
"the republican federation (, fr) was the largest conservative [MASK] during the french third republic, gathering together the liberal orléanists rallied to the republic.",2
"after the [MASK], tension rises between marge and selma after the couple place homer and his family in an undesirable location and marge angrily admits to selma that she was never sure about her marriage.",1
"in chapter five, ""halloween"", the witch (who has never heard of halloween before) goes to a halloween [MASK], but is disgusted by 'fake' witches.",1
"opposition [MASK] were allowed, but widely considered to have no real chance of gaining power.",2
"the winning house in standards and athletics, k.c.s.e., and cross country is awarded a bull or a number of pigs which are slaughtered and offered for a [MASK].",1
"native-title mediation differs from regular mediation in that, rather than the [MASK] referring a dispute to mediation, the federal court of australia can also determine whether the national native title tribunal should mediate a matter.",1
"the leader of the house is an mp appointed by the prime minister to arrange government business and the legislative programme of parliament, while the unofficial leader of the opposition is the mp who leads the largest opposition [MASK] able and prepared to assume office if the government resigns.",2
"after east timor gained its independence from indonesia, fretilin became one of several [MASK] competing for power in a multi-[MASK] system.",2
"they contrast with ""permanent"" civil servants in the respect that they are political appointees whose loyalties are claimed by the governing [MASK] and often particular ministers with whom they have a close relationship.",2
he was also secretary general of the [MASK] during the presidency of marcelo rebelo de sousa between 1996 and 1998,2
the samoan democratic united [MASK] (sdup) is the main opposition [MASK] of samoa.,2
"in the united states federal courts, pendent [MASK] jurisdiction refers to a court's power to adjudicate a claim against a [MASK] who would otherwise not be subject to the jurisdiction of the federal courts, because the claim arose from a common nucleus of operative fact.",3
the samoa [MASK] was a small [MASK] of samoa.,2
"a non-disclosure agreement (nda), also known as a confidentiality agreement (ca), confidential disclosure agreement (cda), proprietary information agreement (pia) or secrecy agreement (sa), is a legal contract between at least two [MASK] that outlines confidential material, knowledge, or information that the [MASK] wish to share with one another for certain purposes, but wish to restrict access to or by third [MASK].",3
the song also became a popular song played at [MASK] at the time.,1
"a sleepover, also known as a pajama [MASK] or a slumber [MASK], is a [MASK], most commonly held by children or teenagers, where a guest or guests are invited to stay overnight at the home of a friend, sometimes to celebrate birthdays or other special events.",1
a [MASK] service is an industry that furnishes supplies and personnel to meet the needs of [MASK] hosts.,1
"the benn hall is a conference, seminar, exhibition, concert and [MASK] venue located in rugby, warwickshire, england.",1
"res judicata"" provides that once a case has been determined, it produces a judgment either ""inter partes"" or ""in rem"" depending on the subject matter of the dispute, i.e. although there can be an appeal on the merits, neither [MASK] can recommence proceedings on the same set of facts in another court.",3
in 2005 adam holloway was one of 36 conservative candidates to gain a seat from other [MASK] and held the seat with an expanded majority in their much improved 2010 general election showing in which the [MASK] gained 100 mps and had a net gain of 97.,2
"åland has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
an acid house [MASK] was a type of illegal [MASK] typically staged in warehouses in 1987–89.,1
"on december 2, 2015, in the 2015 san bernardino attack, 14 people were killed and 22 were injured in a mass shooting at a workplace christmas [MASK] at the inland regional center in san bernardino, california.",1
"over dinner, a heated argument breaks out over the legacy of thatcher between the ardent believers in her policies and those more in tune with david cameron's compassionate conservatism, leaving daniel to ponder whether this schism in the [MASK] will manifest itself in a conservative government.",2
"brazil has a multi-[MASK] system, with such numerous [MASK] that often no one [MASK] has a chance of gaining power alone, and so they must work with each other to form coalition governments.",2
"saint-pierre and miquelon has a multi-[MASK] system, with numerous [MASK].",2
the democratic labour [MASK] (dlp) was the main opposition [MASK] in trinidad and tobago between 1957 and 1971.,2
finland has a strong multi-[MASK] system with coalition governments usually formed by the largest [MASK].,2
"martinique has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
"in romanian ""chermeză"" means [MASK] or banquet.",1
"the videos typically involve camera crews at [MASK] locations engaging young college-aged women who expose their bodies or act ""wild"", especially during spring break.",1
"a duty to warn is a concept that arises in the law of torts in a number of circumstances, indicating that a [MASK] will be held liable for injuries caused to another, where the [MASK] had the opportunity to warn the other of a hazard and failed to do so.",3
"montenegro has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
"in the lawsuit against the roosevelt, davis claimed he was roughed up by two bouncers during a [MASK] at the hotel's tropicana bar in october 2005.",1
"during st. pat's, students wear green sweatshirts (which are sold as fund-raisers throughout the season), carry shillelaghs and [MASK] (including drinking green beer).",1
galician unity (; ug) was a galician nationalist and democratic socialist [MASK] formed by the galician socialist [MASK]-galician left (psg-eg) in 1991.,2
"in the western australian parliament, there were initially no official [MASK], government being carried out by a loose coalition of members with similar interests.",2
"copei, also called social christian [MASK] () or green [MASK] (), is a christian democratic [MASK] in venezuela.",2
"the communist [MASK] of greece, interior (), usually abbreviated as kke interior (greek: ""κκε εσωτερικού""), was a eurocommunist [MASK] existing between 1968 and 1987 in greece.",2
"the national liberation [MASK] of unity (""partai persatuan pembebasan nasional"", also known as papernas) is an indonesian left-wing [MASK] founded in 2006 by the merger of several smaller [MASK].",2
the chocolate game is a game often played at children's [MASK].,1
"the great losers of the election were labour [MASK], people's [MASK] for freedom and democracy and democrats 66, the coalition [MASK] of the 'purple' cabinets.",2
"current events, festivals and [MASK] continue to promote the hippie lifestyle and values.",1
"it is limited to liberal and centrist [MASK] with substantial support, mainly proved by having had a representation in parliament.",2
involuntary dismissal is a punishment that courts may use when a [MASK] to a case is not acting properly.,1
"the executive was led by the first minister or the prime minister, chosen from the majority [MASK].",2
most [MASK] are excluded.,2
"aruba has a multi-[MASK] system, with two or three strong [MASK] and a third [MASK] that is electorally successful.",2
"when the mexican revolution began, he joined the revolutionary [MASK] and abandoned his studies.",2
"the territory has a multi-[MASK] system, with two or three strong [MASK] and another [MASK] which is also electorally successful.",2
"this is where individuals or corporations can hold meetings, [MASK], and banquets.",1
"vanuatu has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
"when that [MASK] came to power as a result of the 1952 national revolution, gueiler became a member of the congress of bolivia, serving in that capacity from 1956 until 1964.",2
"however, some members of the [MASK], dissatisfied with the cease-fire and refusal to reach an acceptable political settlement, formed the palaung state liberation front (pslf) on 12 january 1992 at the headquarters of the karen national union in manerplaw, under the leadership of mai tin moung.",2
"in common u.s. congressional republican caucus legislative usage, the caucus chairman is styled conference chairman and is outranked by the speaker or senate president pro-tempore, and the leader or whip of his [MASK].",2
"a wedding reception is a [MASK] usually held after the completion of a marriage ceremony as hospitality for those who have attended the wedding, hence the name reception: the couple ""receive"" society, in the form of family and friends, for the first time as a married couple.",1
he reports mainly for the die welt group on the german chancellery and the cdu/csu [MASK].,1
the simpsons are having a halloween [MASK] for the children of springfield.,1
"the continuing success of these festivals is the result of a mix of religious, cultural, social and economic factors including sincere devotion, local or family traditions, non-religious fiesta and [MASK]ing, perceived beauty, cultural significance, territorial identity, meeting friends and relatives, increased sales and a massive influx of tourists to the largest ones.",1
a fellow [MASK] member from khader's [MASK] elsebeth gerner nielsen reported ahmed akkari to the police.,2
"the supreme court has held in ""peretz v. united states"" that magistrate judges may supervise the jury selection in a felony trial unless a [MASK] objects.",3
"a requirements contract is a contract in which one [MASK] agrees to supply as much of a good or service as is required by the other [MASK], and in exchange the other [MASK] expressly or implicitly promises that it will obtain its goods or services exclusively from the first [MASK].",3
"according to the frcp, the plaintiff must initiate a conference between the [MASK] to plan for the discovery process after the complaint was served to the defendants.",3
"although minor [MASK] are allowed, they are required to accept the ""de facto"" leadership of the dominant [MASK].",2
eventually the video turns to a group of teenagers [MASK]ing in a house.,1
"in italian ""kermesse"" means [MASK].",1
decline to state (dts) is an affiliation designation on the california voter registration form that allows voters to register to vote without choosing a [MASK] affiliation.,2
"the progressive people's [MASK] (, fvp) was a social liberal [MASK] of the late german empire.",2
a house [MASK] is typically a type of [MASK] where medium to large groups of people gather at the residence of the [MASK]'s host.,1
these are the overall [MASK] results of the elections to the various municipalities of sweden.,2
"founded in 1994 as a social liberal [MASK], the psl was registered on the superior electoral court in 1998.",2
"a defeasance should recite the deed to be defeated and its date, and it must be made between the same [MASK] as are interested in the deed to which it is collateral.",3
he is a politician belonging to the telugu desam [MASK] he has contested as an mla for five times from uravakonda assembly constituency in anantapur district.,2
"patent ambiguity is that ambiguity which is apparent on the face of an instrument to any one perusing it, even if unacquainted with the circumstances of the [MASK].",3
"smith played at [MASK], juke joints, and fish fries.",1
"turkey has a multi-[MASK] system, with two or three strong [MASK] and often a fourth [MASK] that is electorally successful.",2
the christian liberation movement ( or simply mcl) is a cuban dissident [MASK] advocating political change in cuba.,2
greens [MASK] () was a green liberal [MASK] in turkey.,2
"under the constitution of north korea, all citizens 17 and older, regardless of [MASK] affiliation, political views, or religion, are eligible to be elected to the legislature and vote in elections.",2
the radical democratic [MASK] () is a liberal [MASK] in bulgaria.,2
"while other subgenres of hip hop address sociopolitical or personal concerns, crunk is almost exclusively [MASK] music, favoring call and response slogans in lieu of more substantive approaches.",1
she's the one that a person always remembers at [MASK].,1
"the title track scored large success in africa, france, and the french west indies, and continues to rank as a [MASK] anthem in those areas.",1
"latvia has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
"these concerns, along with other disagreements about whether [MASK] had agreed arbitrate certain issues, have given rise to court decisions outlining fine-grained distinctions about which disputes are subject to arbitration.",3
"the central case examination group (; cceg) was a special organization established in the people's republic of china in 1966 under the aegis of the politburo standing committee to persecute those accused of ""anti-[MASK] activities"".",1
the band has the reputation of being a [MASK] band.,1
"revolutionary catalonia (21 july 1936 – 1939) was the part of catalonia (an autonomous region in northeast spain) controlled by various anarchist, communist, and socialist trade unions, [MASK], and militias of the spanish civil war period.",2
"it is limited to liberal [MASK] with substantial support, mainly proved by having had a representation in the legislative yuan (parliament).",2
all 182 members of the gujarat legislative assembly were elected with the leader of the largest [MASK] or coalition expected to become the next chief minister.,1
"on 21 august 2018, the movement decided to form a [MASK] later in the autumn and participate in the upcoming parliamentary elections in march 2019.",2
"hamer v. sidway is an important case in american contract law which established that forbearance of legal rights (voluntarily abstaining from one's legal rights) on promises of future benefit made by other [MASK] can constitute valid consideration (the element of exchange generally needed to establish a contract's enforceability in common law systems), and, in addition, that unilateral contracts (those that benefit only one [MASK]) were valid under new york law.",1
"after the general election on 22 march 1992, five [MASK] (rassadorn, justice unity, social action, thai citizen, chart thai) designated suchinda as the prime minister.",2
"in the [MASK] primary elections and caucuses in each u.s. state, voters express their preference among the contenders for the [MASK]'s nomination for president of the united states.",2
"the chancellor's authority emanates from the provisions of the basic law and from their status as leader of the [MASK] (or coalition of [MASK]) holding a majority of seats in the ""bundestag"" (""federal diet"", the lower house of the german federal parliament).",2
"collaborative e-democracy refers to a political system in which governmental stakeholders (politicians/[MASK], ministers, parliamentarians etc.) and non-governmental stakeholders (ngos, political lobbies, local communities, individual citizens, etc.)",2
"the book describes the life of 27-year-old jim mcpherson, who finds himself caught up in literary and academic interests, anti-weapons-industry terrorism, drugs, [MASK] and casual sex.",1
"liberalism in serbia is limited to liberal [MASK] with substantial support, mainly proved by having had a representation in parliament.",2
only [MASK] that have been represented in the bundestag or a landtag by at least five delegates since the last election are entitled to propose their own candidates.,2
"(major was his first name, not a military title), was a canadian democratic socialist politician, and leader of the co-operative commonwealth federation (ccf) [MASK] from 1942 to 1960.",2
"as of 2017, the [MASK] breakdown is as follows:",2
"established in 2014, the [MASK] is active only in south carolina.",2
these minor [MASK] are legally required to accept the leadership of the ba'ath [MASK].,2
he does not belong to any [MASK] but he has said that he's a liberal.,1
"by contrast, a vacancy in one of the ""list seats"" is filled by the next available candidate on the list submitted by the [MASK] holding that seat.",2
"fiesta, spanish for ""(religious) feast"", ""festival"" or ""[MASK]"", may refer to:",1
"the national unity [MASK] (""partido unidade nacional"") is a centrist christian democratic [MASK] in east timor.",2
the liberal union () was a short-lived liberal [MASK] in the german empire.,2
the book profiles senators who defied the opinions of their [MASK] and constituents to do what they felt was right and suffered severe criticism and losses in popularity because of their actions.,2
"he wrote that the federal rules of civil procedure encouraged the joinder of claims, [MASK], and remedies to the broadest extent possible, in keeping with the principles of judicial economy and fairness to the [MASK].",3
"the property may be taken either for government use or by delegation to third [MASK], who will devote it to public or civic use or, in some cases, to economic development.",3
"as an aspect of the public policy of freedom of contract, the [MASK] to an agreement are free to include a forum selection clause and/or a choice of law clause and, unless there is a lack of bona fides, these clauses will be considered valid.",3
"puerto rico has a hybrid 'first past the post' electoral system, in which a voter can vote by [MASK], by candidate or both.",2
"however, betty abruptly leaves the christmas [MASK] after misunderstanding a situation where a model forces a kiss on henry.",1
the snake pit eventually became more of a festive [MASK] zone.,1
"in the 2007-2008 edition of the tennessee blue book, williams listed his [MASK] affiliation as ""independent nascar fan.",2
"rabah kebir () is an algerian islamic leader, and a former leader of the islamic salvation front (fis), an islamic algerian [MASK] which won the elections in the nineties.",2
this is done upon the request of the [MASK] seeking to rely on the fact at issue.,3
"properly, frocktoberfest is not a festival but a [MASK], and while the month is known as frocktober, it is informally celebrated on only one of its nights.",1
"once a foreign judgment is recognized, the [MASK] who was successful in the original case can then seek its ""enforcement"" in the recognizing country.",3
"ecuador has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone; consequently; [MASK] must work with each other to form coalition governments.",2
"when the procession reaches its destination, there is usually a [MASK], more loud noises, and then dinner.",1
"characteristics of americanized electoral campaigning are e.g., professionalization, that is the engagement of political consultants, media- and television centered as well as negative campaigning and personalization, e.g., campaigns focusing on individual candidates instead of the candidates’ [MASK].",2
"the marathi ""koli"" songs, which was the original music of the city, are still heard in many coastal areas in its original form and even in repacked pop/[MASK] remix forms.",1
"in contract law, a severable contract is a contract that is actually composed of several separate contracts concluded between the same [MASK], so that failing (breaching) one part of such a 'severable' contract does not breach the whole contract.",1
"currently, the [MASK] breakdown is as follows:",2
"suriname has a multi-[MASK] system, with numerous [MASK] in which no one [MASK] often has a chance of gaining power alone, and [MASK] must work with each other to form coalition governments.",2
[gabi throws a [MASK]] is another song from gabi & uwe series.,1
"it is limited to liberal [MASK] with substantial support, principally those with a history of representation in parliament.",2
"from 1945 to 1986 austria had two main [MASK], with a third [MASK] also winning seats in the national council.",2
"he believed that in resolving contract disputes, judges should examine not just the ""four corners"" of the legal document itself, but the intention of the [MASK], as evidenced by the course of dealing and course of performance between the [MASK], as well as the customs of the trade and business community.",3
"ally is an extremely tactless woman, who despite meaning no harm, always manages to unintentionally offend people in one way or another, after being introduced to them at [MASK].",1
"photo stand-ins may be found at midways, carnivals, [MASK], tourist traps, theme parks and similar locations and events that people visit for entertainment.",1
"broad left front (in spanish: ""frente amplio de izquierda"") is a political coalition of leftist [MASK] and movements in peru.",2
"as stated in article 93 of the un charter, all un members are automatically [MASK] to the court's statute.",3
"however, it is the prime minister of india, who is the leader of the [MASK] or political alliance having a majority in the country wide elections to the lok sabha that exercises most executive powers for matters that require country wide powers under a federal system.",2
"to celebrate ""gaining"" ownership of the bonsai club, yoshida throws a [MASK] at his house with all of the club staff.",1
"as the goal of every online diary planner is to help people plan for specific occasions and needs, we can easily classify online diary planners as online diary planners for [MASK], online diary planners for families and friends, online diary planners for meetings, conferences and events, personal online diary planners, online diary planners for trips and special-interest online diary planners.",1
"on 28 september 1949, at bangui, he founded the movement for the social evolution of black africa (mesan), a quasi-religious political movement and [MASK] that sought to affirm black humanity and quickly came to dominate local politics.",2
this was the first time since the second world war that gravesham (or its predecessor gravesend constituency) had not been held by the [MASK] of government.,2
"opposition [MASK] against the new azerbaijan [MASK] are functioning, but are widely considered to have no real chance of gaining power.",2
"if a [MASK] gives consent to a search, a warrant is not required.",3
india is regionally divided into states and each state has a chief minister who is the leader of the [MASK] or political alliance having won majority in the regional elections otherwise known as state assembly elections that exercises executive powers in that state.,2
